Subject,Model,Accuracy
3,EEGInceptionMI,30.21
3,EEGInceptionMI,53.47
3,EEGInceptionMI,51.74
4,EEGInceptionMI,25.0
4,EEGInceptionMI,25.0
4,EEGInceptionMI,30.9
4,EEGInceptionMI,25.69
4,EEGInceptionMI,25.0
4,EEGInceptionMI,29.86
4,EEGInceptionMI,32.64
4,EEGInceptionMI,31.25
4,EEGInceptionMI,28.47
4,EEGInceptionMI,31.6
4,EEGInceptionMI,25.69
4,EEGInceptionMI,31.94
4,EEGInceptionMI,29.86
4,EEGInceptionMI,32.64
4,EEGInceptionMI,26.39
4,EEGInceptionMI,26.04
4,EEGInceptionMI,34.38
4,EEGInceptionMI,34.38
4,EEGInceptionMI,35.76
4,EEGInceptionMI,34.03
4,EEGInceptionMI,26.04
4,EEGInceptionMI,29.51
4,EEGInceptionMI,31.25
4,EEGInceptionMI,26.74
4,EEGInceptionMI,34.72
4,EEGInceptionMI,27.43
4,EEGInceptionMI,25.0
4,EEGInceptionMI,24.31
4,EEGInceptionMI,26.39
5,EEGInceptionMI,25.0
5,EEGInceptionMI,25.0
5,EEGInceptionMI,25.0
5,EEGInceptionMI,25.69
5,EEGInceptionMI,25.69
5,EEGInceptionMI,21.53
5,EEGInceptionMI,27.43
5,EEGInceptionMI,28.47
5,EEGInceptionMI,27.78
5,EEGInceptionMI,25.35
5,EEGInceptionMI,29.17
5,EEGInceptionMI,29.86
5,EEGInceptionMI,24.31
5,EEGInceptionMI,27.08
5,EEGInceptionMI,26.39
5,EEGInceptionMI,28.47
5,EEGInceptionMI,28.82
5,EEGInceptionMI,25.0
5,EEGInceptionMI,31.25
5,EEGInceptionMI,26.74
5,EEGInceptionMI,32.99
5,EEGInceptionMI,25.35
5,EEGInceptionMI,24.65
5,EEGInceptionMI,30.56
5,EEGInceptionMI,25.35
6,EEGInceptionMI,25.0
6,EEGInceptionMI,25.0
6,EEGInceptionMI,22.92
6,EEGInceptionMI,20.49
6,EEGInceptionMI,21.88
6,EEGInceptionMI,28.12
6,EEGInceptionMI,22.92
6,EEGInceptionMI,23.26
6,EEGInceptionMI,22.92
6,EEGInceptionMI,25.69
6,EEGInceptionMI,20.49
6,EEGInceptionMI,25.69
6,EEGInceptionMI,23.96
6,EEGInceptionMI,26.04
6,EEGInceptionMI,27.08
6,EEGInceptionMI,26.74
6,EEGInceptionMI,25.35
6,EEGInceptionMI,24.31
6,EEGInceptionMI,26.74
6,EEGInceptionMI,29.17
6,EEGInceptionMI,26.04
6,EEGInceptionMI,26.04
6,EEGInceptionMI,28.12
6,EEGInceptionMI,26.39
6,EEGInceptionMI,27.08
6,EEGInceptionMI,25.69
6,EEGInceptionMI,26.74
6,EEGInceptionMI,25.0
6,EEGInceptionMI,27.78
6,EEGInceptionMI,25.35
6,EEGInceptionMI,24.31
6,EEGInceptionMI,26.39
7,EEGInceptionMI,25.0
7,EEGInceptionMI,25.0
7,EEGInceptionMI,25.0
7,EEGInceptionMI,26.74
7,EEGInceptionMI,23.26
7,EEGInceptionMI,22.22
7,EEGInceptionMI,24.65
7,EEGInceptionMI,27.78
7,EEGInceptionMI,30.9
7,EEGInceptionMI,23.26
7,EEGInceptionMI,25.35
7,EEGInceptionMI,25.0
7,EEGInceptionMI,24.65
7,EEGInceptionMI,25.0
7,EEGInceptionMI,27.43
7,EEGInceptionMI,25.0
7,EEGInceptionMI,24.65
7,EEGInceptionMI,25.0
7,EEGInceptionMI,25.69
7,EEGInceptionMI,25.69
7,EEGInceptionMI,25.0
7,EEGInceptionMI,25.35
7,EEGInceptionMI,31.6
7,EEGInceptionMI,25.0
7,EEGInceptionMI,26.39
7,EEGInceptionMI,38.54
7,EEGInceptionMI,25.35
7,EEGInceptionMI,42.71
7,EEGInceptionMI,25.35
7,EEGInceptionMI,34.03
7,EEGInceptionMI,25.35
7,EEGInceptionMI,28.47
7,EEGInceptionMI,32.29
7,EEGInceptionMI,31.94
7,EEGInceptionMI,32.29
7,EEGInceptionMI,43.4
7,EEGInceptionMI,44.44
7,EEGInceptionMI,40.62
7,EEGInceptionMI,25.35
7,EEGInceptionMI,25.35
7,EEGInceptionMI,42.01
7,EEGInceptionMI,39.93
7,EEGInceptionMI,40.62
8,EEGInceptionMI,25.0
8,EEGInceptionMI,25.0
8,EEGInceptionMI,25.0
8,EEGInceptionMI,25.69
8,EEGInceptionMI,25.69
8,EEGInceptionMI,32.29
8,EEGInceptionMI,25.0
8,EEGInceptionMI,30.9
8,EEGInceptionMI,27.43
8,EEGInceptionMI,25.0
8,EEGInceptionMI,25.0
8,EEGInceptionMI,25.0
8,EEGInceptionMI,35.42
8,EEGInceptionMI,36.46
8,EEGInceptionMI,32.64
8,EEGInceptionMI,41.32
8,EEGInceptionMI,26.74
8,EEGInceptionMI,40.28
8,EEGInceptionMI,35.07
8,EEGInceptionMI,29.51
8,EEGInceptionMI,37.85
8,EEGInceptionMI,31.25
8,EEGInceptionMI,39.24
8,EEGInceptionMI,35.76
8,EEGInceptionMI,38.89
8,EEGInceptionMI,25.69
8,EEGInceptionMI,36.11
8,EEGInceptionMI,41.67
8,EEGInceptionMI,39.93
8,EEGInceptionMI,42.71
8,EEGInceptionMI,36.46
9,EEGInceptionMI,25.0
9,EEGInceptionMI,25.0
9,EEGInceptionMI,25.0
9,EEGInceptionMI,21.88
9,EEGInceptionMI,32.64
9,EEGInceptionMI,29.86
9,EEGInceptionMI,42.36
9,EEGInceptionMI,38.54
9,EEGInceptionMI,25.0
9,EEGInceptionMI,26.39
9,EEGInceptionMI,35.42
9,EEGInceptionMI,35.76
9,EEGInceptionMI,41.67
9,EEGInceptionMI,37.85
9,EEGInceptionMI,31.6
9,EEGInceptionMI,37.85
9,EEGInceptionMI,40.28
9,EEGInceptionMI,45.83
9,EEGInceptionMI,49.31
9,EEGInceptionMI,56.94
9,EEGInceptionMI,41.67
9,EEGInceptionMI,25.0
9,EEGInceptionMI,43.06
9,EEGInceptionMI,37.5
9,EEGInceptionMI,39.93
9,EEGInceptionMI,37.5
9,EEGInceptionMI,55.56
9,EEGInceptionMI,41.67
9,EEGInceptionMI,43.75
9,EEGInceptionMI,56.94
9,EEGInceptionMI,54.17
9,EEGInceptionMI,59.38
9,EEGInceptionMI,50.35
9,EEGInceptionMI,63.89
9,EEGInceptionMI,52.43
9,EEGInceptionMI,53.47
9,EEGInceptionMI,64.58
